"name","kingdom","phylum","class","order","family","genus","species","ages_mean"
"Eocallionymus papilio","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Eocallionymus","Eocallionymus papilio",29.1032461643405
"Epibulus brevis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Epibulus","Epibulus brevis",10.0806866138651
"Epibulus insidiator","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Epibulus","Epibulus insidiator",9.05435954543239
"Epinephelides armatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelides","Epinephelides armatus",12.7908357147071
"Epinephelus adscensionis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus adscensionis",9.96629514359304
"Epinephelus akaara","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus akaara",8.79888578159643
"Epinephelus albomarginatus",NA,NA,NA,NA,NA,NA,NA,9.14465392828454
"Epinephelus analogus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus analogus",8.87583577938346
"Epinephelus areolatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus areolatus",15.6490120677421
"Epinephelus bilobatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus bilobatus",12.6485708040718
"Epinephelus bleekeri","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus bleekeri",8.17977994844317
"Epinephelus bruneus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus bruneus",10.0556194266773
"Epinephelus coeruleopunctatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus coeruleopunctatus",8.90778798636973
"Epinephelus coioides","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus coioides",8.33186307592747
"Epinephelus corallicola","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus corallicola",8.67896208146795
"Epinephelus costae","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus costae",8.6230934392441
"Epinephelus cyanopodus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus cyanopodus",19.3325150433476
"Epinephelus daemelii","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus daemelii",11.2916862771341
"Epinephelus fasciatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus fasciatus",9.31846122688697
"Epinephelus fuscoguttatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus fuscoguttatus",10.9941111826238
"Epinephelus guttatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus guttatus",8.5266339264399
"Epinephelus hexagonatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus hexagonatus",14.037246417203
"Epinephelus irroratus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus irroratus",12.8693527609384
"Epinephelus itajara","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus itajara",9.00076669496747
"Epinephelus labriformis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus labriformis",9.01793425211419
"Epinephelus lanceolatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus lanceolatus",8.99723285269951
"Epinephelus longispinis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus longispinis",9.34208414622232
"Epinephelus macrospilos","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus macrospilos",16.2343222298202
"Epinephelus maculatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus maculatus",8.90697471045089
"Epinephelus malabaricus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus malabaricus",8.57691593917657
"Epinephelus marginatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus marginatus",9.88443352476284
"Epinephelus melanostigma","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus melanostigma",8.69205104129906
"Epinephelus merra","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus merra",10.0412028343996
"Epinephelus morio","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus morio",8.9229529442031
"Epinephelus multinotatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus multinotatus",16.6633935366697
"Epinephelus ongus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus ongus",9.45702852393966
"Epinephelus polyphekadion","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus polyphekadion",11.2692135395008
"Epinephelus quoyanus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus quoyanus",8.30827839157778
"Epinephelus rivulatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus rivulatus",8.4662330023003
"Epinephelus socialis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus socialis",15.9939550391715
"Epinephelus spilotoceps","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus spilotoceps",19.0938029159173
"Epinephelus striatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus striatus",8.47235081641144
"Epinephelus tauvina","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus tauvina",9.45097930375739
"Epinephelus tukula","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus tukula",9.41777741542119
"Epinephelus undulatostriatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus undulatostriatus",33.6612704730349
"Equetus punctatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Equetus","Equetus punctatus",4.92505646138841
"Eubalichthys bucephalus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys bucephalus",8.30492979887192
"Eubalichthys caeruleoguttatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys caeruleoguttatus",11.8248422856716
"Eubalichthys cyanoura","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys cyanoura",5.80168049858899
"Eubalichthys gunnii","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys gunnii",7.02273196640981
"Eubalichthys mosaicus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys mosaicus",7.04600864087087
"Eucinostomus dowii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Gerreidae","Eucinostomus","Eucinostomus dowii",33.1109465643232
"Eupetrichthys angustipes","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Eupetrichthys","Eupetrichthys angustipes",6.66835418114386
"Euthynnus affinis","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus","Euthynnus affinis",2.4815351099998
"Euthynnus lineatus","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus","Euthynnus lineatus",18.4042434400005
"Eutrigla gurnardus","Animalia","Chordata","Teleostei","Perciformes","Triglidae","Eutrigla","Eutrigla gurnardus",11.1208627740969
"Eviota albolineata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota albolineata",23.629534976074
"Eviota atriventris","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota atriventris",31.0624129120353
"Eviota bifasciata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota bifasciata",25.4518846266313
"Eviota bimaculata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota bimaculata",18.6669741791286
"Eviota fasciola","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota fasciola",15.9507717482476
"Eviota guttata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota guttata",25.9291460741704
"Eviota hoesei","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota hoesei",22.8435193810488
"Eviota lachdeberei","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota lachdeberei",14.1383231573468
"Eviota latifasciata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota latifasciata",16.3883441247586
"Eviota melasma","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota melasma",19.8761934619887
"Eviota mikiae","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota mikiae",24.4190350403628
"Eviota nigriventris","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota nigriventris",38.1781155477202
"Eviota pellucida","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota pellucida",23.867382204971
"Eviota prasites","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota prasites",16.4021711701918
"Eviota raja","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota raja",26.5747744779212
"Eviota readerae","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota readerae",18.8175464997788
"Eviota rubriceps","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota rubriceps",22.5967446154051
"Eviota sebreei","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota sebreei",13.7048026063909
"Eviota sigillata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota sigillata",35.1259407259682
"Eviota storthynx","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota storthynx",16.1451053294606
"Eviota zebrina","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Eviota","Eviota zebrina",31.8471926563269
"Evistias acutirostris","Animalia","Chordata","Teleostei","Acropomatiformes","Pentacerotidae","Evistias","Evistias acutirostris",11.9866243007636
"Evynnis cardinalis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Evynnis","Evynnis cardinalis",19.0949659915805
"Exallias brevis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Exallias","Exallias brevis",8.26582573109259
"Exyrias belissimus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Exyrias","Exyrias belissimus",26.2357328042508
"Favonigobius lateralis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Favonigobius","Favonigobius lateralis",23.4921855446085
"Ferdauia orthogrammus","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Ferdauia","Ferdauia orthogrammus",NA
"Foetorepus calauropomus","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Foetorepus","Foetorepus calauropomus",17.5479676800817
"Forcipiger flavissimus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Forcipiger","Forcipiger flavissimus",7.3515878123131
"Forcipiger longirostris","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Forcipiger","Forcipiger longirostris",9.37880476999985
"Forsterygion capito","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion capito",4.50645068945775
"Forsterygion flavonigrum","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion flavonigrum",5.44038488935685
"Forsterygion gymnotum","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion gymnotum",5.04442976832091
"Forsterygion lapillum","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion lapillum",4.93122303747918
"Forsterygion malcolmi","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion malcolmi",7.73585096266615
"Forsterygion maryannae","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion maryannae",6.30275605472135
"Forsterygion varium","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion varium",5.76111468582255
"Furcina osimae","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Furcina","Furcina osimae",24.8688435771429
"Fusigobius duospilus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Fusigobius","Fusigobius duospilus",18.2966249981086
"Fusigobius inframaculatus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Fusigobius","Fusigobius inframaculatus",17.4559294499272
"Fusigobius melacron","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Fusigobius","Fusigobius melacron",18.4556021179435
"Fusigobius neophytus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Fusigobius","Fusigobius neophytus",16.0290709152801
"Fusigobius signipinnis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Fusigobius","Fusigobius signipinnis",17.5683490782229
"Gadus morhua","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","Gadus morhua",8.37138174999995
"Gasterosteus aculeatus","Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus",22.7596960118862
"Genicanthus caudovittatus","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Genicanthus","Genicanthus caudovittatus",7.60740374084421
"Genicanthus lamarck","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Genicanthus","Genicanthus lamarck",11.2551804710984
"Genicanthus semicinctus","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Genicanthus","Genicanthus semicinctus",7.13484629886534
"Genicanthus watanabei","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Genicanthus","Genicanthus watanabei",9.06987325943934
"Genypterus tigerinus","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Genypterus","Genypterus tigerinus",108.470721170001
"Gerres cinereus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Gerreidae","Gerres","Gerres cinereus",34.746954138815
"Gerres equulus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Gerreidae","Gerres","Gerres equulus",32.8259592160074
"Gerres subfasciatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Gerreidae","Gerres","Gerres subfasciatus",42.5340176454389
"Gillellus chathamensis","Animalia","Chordata","Teleostei","Blenniiformes","Dactyloscopidae","Gillellus","Gillellus chathamensis",23.2710332353513
"Girella cyanea","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella cyanea",4.57908131702668
"Girella elevata","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella elevata",7.05937090532549
"Girella fimbriata","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella fimbriata",6.23010886333917
"Girella freminvillii","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella freminvillii",9.89114166832917
"Girella nigricans","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella nigricans",7.10577797292513
"Girella punctata","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella punctata",7.68372789795689
"Girella simplicidens","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella simplicidens",5.4819998863136
"Girella tephraeops","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella tephraeops",4.99846609914648
"Girella tricuspidata","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella tricuspidata",6.92992572450543
"Girella zebra","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Girella","Girella zebra",4.98326069619583
"Glaucosoma hebraicum","Animalia","Chordata","Teleostei","Acropomatiformes","Glaucosomatidae","Glaucosoma","Glaucosoma hebraicum",26.136460531826
"Glaucosoma magnificum","Animalia","Chordata","Teleostei","Acropomatiformes","Glaucosomatidae","Glaucosoma","Glaucosoma magnificum",34.725655767559
"Glaucosoma scapulare","Animalia","Chordata","Teleostei","Acropomatiformes","Glaucosomatidae","Glaucosoma","Glaucosoma scapulare",26.0557434799997
"Glyptoparus delicatulus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Glyptoparus","Glyptoparus delicatulus",10.1636223113437
"Gnathanacanthus goetzeei","Animalia","Chordata","Teleostei","Perciformes","Gnathanacanthidae","Gnathanacanthus","Gnathanacanthus goetzeei",9.26300444548461
"Gnathanodon speciosus","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Gnathanodon","Gnathanodon speciosus",15.7322466042848
